"","RAB.mean","GAD.mean","GAD.Total.Adj","CRA.mean","FOC.mean","IUS.mean","MAAS.mean","RiskPerception","FinancialSatisfaction","age","sex","edu","Country"
"3924",1.83333333333333,2.57142857142857,11,3.66666666666667,4,5,4,25,20,23,1,3,"Turkey"
"3925",3.66666666666667,3.42857142857143,17,3.33333333333333,4,5,2.6,0,73,25,1,3,"Turkey"
"3926",3.66666666666667,2.14285714285714,8,2.66666666666667,3.66666666666667,4,3.8,51,100,22,1,1,"Turkey"
"3927",3.83333333333333,1.14285714285714,1,1.83333333333333,3.5,1.33333333333333,4.4,15,85,20,2,1,"Turkey"
"3928",3,1,0,3.16666666666667,3.83333333333333,3.66666666666667,4.2,50,100,32,2,3,"Turkey"
"3929",1.33333333333333,3.14285714285714,15,2.66666666666667,4.33333333333333,4.66666666666667,2.6,72,3,47,2,3,"Turkey"
"3930",3.33333333333333,2,7,3.66666666666667,3.33333333333333,4.66666666666667,3,100,50,28,1,3,"Turkey"
"3931",4,2.42857142857143,10,2.66666666666667,3.83333333333333,4.33333333333333,2.2,75,75,38,1,3,"Turkey"
"3932",4,2.71428571428571,12,3.66666666666667,3.5,4,2.6,50,37,53,1,3,"Turkey"
"3933",4,2.85714285714286,13,3.33333333333333,1.83333333333333,3.66666666666667,2.8,81,79,34,2,3,"Turkey"
"3934",3.5,3,14,3.5,3.33333333333333,4.66666666666667,2.4,25,0,24,1,3,"Turkey"
"3935",4,2.28571428571429,9,3.16666666666667,4.16666666666667,3.33333333333333,3.6,57,71,45,1,1,"Turkey"
"3936",4,2.71428571428571,12,1,3.5,3,4.2,3,90,25,1,2,"UK"
"3937",1.16666666666667,2.57142857142857,11,2.5,3.83333333333333,4,2.4,65,95,37,1,2,"UK"
"3938",3.16666666666667,1.42857142857143,3,1.83333333333333,4.33333333333333,3.66666666666667,3.4,31,53,26,1,2,"UK"
"3939",1.16666666666667,1.42857142857143,3,1.66666666666667,4.16666666666667,3,4.6,3,83,34,1,2,"UK"
"3940",2.5,1.85714285714286,6,2.83333333333333,4.66666666666667,3.66666666666667,3.8,65,82,58,1,2,"UK"
"3941",2.66666666666667,1.14285714285714,1,1.33333333333333,3.66666666666667,2.33333333333333,5.6,100,100,37,2,3,"UK"
"3942",3.5,1.57142857142857,4,2.5,3.83333333333333,3.66666666666667,5.4,40,60,45,2,3,"UK"
"3943",1.16666666666667,1.14285714285714,1,2.33333333333333,3.83333333333333,2.66666666666667,4.2,85,40,37,1,2,"UK"
"3944",3.16666666666667,1.71428571428571,5,2.5,3.33333333333333,3.33333333333333,3,100,37,31,1,2,"UK"
"3945",2.83333333333333,2.57142857142857,11,3,5,3.66666666666667,2.4,75,50,36,1,2,"UK"
"3946",3.66666666666667,1.71428571428571,5,1.83333333333333,3.83333333333333,2.33333333333333,3.6,50,89,36,2,1,"UK"
"3947",3,3,14,2.83333333333333,5,2.33333333333333,5.6,90,51,43,1,2,"UK"
"3948",2.66666666666667,3.71428571428571,19,3.66666666666667,4.33333333333333,2.66666666666667,4.2,80,80,37,1,2,"UK"
"3949",3,2,7,1.33333333333333,4.66666666666667,1,3.4,53,36,53,2,2,"UK"
"3950",3.5,1.71428571428571,5,2.33333333333333,4,3,4.2,60,70,41,1,2,"UK"
"3951",3.33333333333333,2,7,2.33333333333333,2.66666666666667,2.33333333333333,3.6,50.5278048780488,28,39,2,2,"UK"
"3952",1.33333333333333,1.57142857142857,4,1.83333333333333,2.33333333333333,3.33333333333333,3.6,60,70,43,1,3,"UK"
"3953",1.66666666666667,2,7,2,4.66666666666667,5,3.6,80,60,31,2,2,"UK"
"3954",2.16666666666667,2,7,2.16666666666667,4.16666666666667,3.33333333333333,4.8,70,76,37,1,2,"UK"
"3955",3.5,3.85714285714286,20,2.16666666666667,3.16666666666667,4,2,56,0,28,1,2,"UK"
"3956",1.66666666666667,2,7,2.33333333333333,4,3,3.2,68,49,35,2,3,"UK"
"3957",3.16666666666667,2.28571428571429,9,3.16666666666667,4.33333333333333,2,4.8,70,75,31,1,2,"UK"
"3958",1.16666666666667,2,7,2.16666666666667,4.33333333333333,2.33333333333333,3.4,80,100,26,2,2,"UK"
"3959",2.66666666666667,3,14,3.5,4.16666666666667,4.66666666666667,3.2,70,100,38,1,3,"UK"
"3960",2.5,2,7,2.83333333333333,2.83333333333333,3.66666666666667,3,50,60,32,1,2,"UK"
"3961",1.33333333333333,1.14285714285714,1,1,2.66666666666667,4,3.8,11,81,32,1,2,"UK"
"3962",3.33333333333333,1.71428571428571,5,2.5,1.83333333333333,3,2.8,16,96,66,1,2,"UK"
"3963",1.5,2.14285714285714,8,2,3.83333333333333,2.33333333333333,3.2,35,80,33,1,2,"UK"
"3964",2.33333333333333,1.42857142857143,3,3.16666666666667,2.83333333333333,2.33333333333333,3.2,41,60,28,1,2,"UK"
"3965",3.16666666666667,3.28571428571429,16,3.5,4,3.33333333333333,2.2,62,13,27,1,2,"UK"
"3966",3.5,3.85714285714286,20,3.5,4.33333333333333,4,3.2,50,40,40,1,2,"UK"
"3967",3.5,1,0,1.66666666666667,3.5,1.33333333333333,4.2,65,50,33,2,3,"UK"
"3968",1.33333333333333,1.57142857142857,4,1.66666666666667,4.5,4,4.2,28,81,40,1,2,"UK"
"3969",1.5,1.42857142857143,3,1.66666666666667,4.66666666666667,2.33333333333333,4.6,10,81,71,1,2,"UK"
"3970",3.5,3.42857142857143,17,3,4,2.33333333333333,4,72,100,52,1,2,"UK"
"3971",3,1.85714285714286,6,2,4.66666666666667,4,3.6,70,77,33,1,2,"UK"
"3972",2.5,2.28571428571429,9,2.16666666666667,4.33333333333333,3.33333333333333,3.6,33,50,34,1,2,"UK"
"3973",2.5,1,0,2.16666666666667,2.33333333333333,1.33333333333333,4.4,70,35,55,2,2,"UK"
"3974",2.33333333333333,1,0,1.83333333333333,3.33333333333333,1,5,75,50,43,1,3,"UK"
"3975",2.83333333333333,1.71428571428571,5,2.33333333333333,4.66666666666667,2.66666666666667,4.2,50,99,60,1,2,"UK"
"3976",2,1.14285714285714,1,1.83333333333333,2,2.66666666666667,4.4,32,75,31,1,2,"UK"
"3977",4,3.28571428571429,16,3.66666666666667,3,4,2.2,50,2,47,1,2,"UK"
"3978",3,1.14285714285714,1,2.66666666666667,3.33333333333333,2.66666666666667,3.4,31,91,59,1,2,"UK"
"3979",3.66666666666667,1,0,1.83333333333333,3.66666666666667,3,3.2,75,100,59,1,2,"UK"
"3980",3.5,2.28571428571429,9,3.33333333333333,4.5,3.33333333333333,3,50.5278048780488,70,33,1,2,"UK"
"3981",3.16666666666667,1.28571428571429,2,1.66666666666667,4.83333333333333,1.33333333333333,4.2,50.5278048780488,58,48,2,2,"UK"
"3982",3.5,1.57142857142857,4,3.16666666666667,4.16666666666667,2.33333333333333,4.2,40,75,61,2,3,"UK"
"3983",1.83333333333333,1.57142857142857,4,2.5,4,3,4.2,70,80,30,2,2,"UK"
"3984",2.5,3.42857142857143,17,3.5,3.5,5,3.2,50,39,32,3,3,"UK"
"3985",1.33333333333333,2.85714285714286,13,3.16666666666667,4.33333333333333,3.33333333333333,3,50,82,42,1,1,"UK"
"3986",1.83333333333333,2,7,2,3.83333333333333,2.66666666666667,3.8,30,50,32,2,2,"UK"
"3987",1.5,1.42857142857143,3,2.33333333333333,2.83333333333333,1.33333333333333,4.6,10,84,36,2,2,"UK"
"3988",1.33333333333333,1.28571428571429,2,1.5,3.33333333333333,4.33333333333333,4,23,82,26,1,3,"UK"
"3989",4,1.71428571428571,5,2.66666666666667,4,1.66666666666667,4.2,50,50,32,1,2,"UK"
"3990",3.5,2.85714285714286,13,3.16666666666667,4.16666666666667,2,3,50.5278048780488,5,38,2,3,"UK"
"3991",1.5,2,7,2.66666666666667,4,3,3,49,85,38,1,3,"UK"
"3992",3.33333333333333,2.71428571428571,12,3.83333333333333,3.83333333333333,4.33333333333333,3.8,33,25,28,2,2,"UK"
"3993",1,1,0,1.66666666666667,5,3.33333333333333,5.2,100,100,25,1,3,"UK"
"3994",2.83333333333333,3.71428571428571,19,3.83333333333333,3,3.33333333333333,3.4,50,25,23,1,3,"UK"
"3995",1.16666666666667,1.28571428571429,2,2.5,3,3.33333333333333,5,75,88,36,1,3,"UK"
"3996",2.16666666666667,1.85714285714286,6,2,4,2,3.6,35,76,42,1,2,"UK"
"3997",2.66666666666667,2.14285714285714,8,3,4.66666666666667,4,2.4,100,65,39,1,3,"UK"
"3998",2,2.42857142857143,10,3.5,4.66666666666667,4.66666666666667,4,20,89,39,1,2,"UK"
"3999",3,3.71428571428571,19,3.33333333333333,3.16666666666667,4.33333333333333,2,50,50,26,3,3,"UK"
"4000",1.33333333333333,1.71428571428571,5,2,4.5,3.66666666666667,4,75,90,42,2,2,"UK"
"4001",2,1.14285714285714,1,2.66666666666667,4.5,1.66666666666667,4.2,33,85,34,2,3,"UK"
"4002",2.33333333333333,1.85714285714286,6,1.83333333333333,1.33333333333333,3.66666666666667,2.6,15,10,24,1,1,"UK"
"4003",3.33333333333333,2.57142857142857,11,3.16666666666667,3.5,4,3.6,50,35,23,1,1,"UK"
"4004",2.5,2,7,3.16666666666667,3.83333333333333,2.33333333333333,2.2,100,50,35,1,2,"UK"
"4005",4,1.42857142857143,3,2.66666666666667,3.66666666666667,2.66666666666667,2.8,31,58,42,1,2,"UK"
"4006",3.33333333333333,1.14285714285714,1,2.5,3.5,2.66666666666667,3.8,50,85,36,2,1,"UK"
"4007",2,1,0,1.83333333333333,4.66666666666667,1.33333333333333,4.2,51,87,37,3,3,"UK"
"4008",1.66666666666667,1.85714285714286,6,2.83333333333333,4.16666666666667,3.33333333333333,3.4,27,52,49,1,3,"UK"
"4009",2.33333333333333,1,0,2.83333333333333,3.5,3.66666666666667,1.8,50,29,34,2,2,"UK"
"4010",1.16666666666667,1.42857142857143,3,1.83333333333333,5,3,4.2,60,60,30,1,2,"UK"
"4011",2,1.71428571428571,5,3.33333333333333,3.83333333333333,3.66666666666667,2.8,20,75,23,1,2,"UK"
"4012",3.5,1.28571428571429,2,1.33333333333333,4.33333333333333,1.33333333333333,6,15,90,39,1,1,"UK"
"4013",2.66666666666667,3.57142857142857,18,3.16666666666667,3.66666666666667,3.66666666666667,3.8,50,75,28,1,3,"UK"
"4014",1,1,0,1,2.5,1,4.8,20,100,39,2,3,"UK"
"4015",1.5,1.14285714285714,1,1.66666666666667,3.66666666666667,2,3.4,50,100,52,2,2,"UK"
"4016",3,1.57142857142857,4,2.16666666666667,2,2,4.8,65,50,30,2,1,"UK"
"4017",2,1,0,1.33333333333333,2.83333333333333,2,3.6,7,62,41,1,1,"UK"
"4018",1.83333333333333,1.71428571428571,5,1.83333333333333,4.83333333333333,4,4.4,96,60,36,1,2,"UK"
"4019",3.33333333333333,2,7,2.83333333333333,3.5,4.33333333333333,3.2,53,26,32,1,1,"UK"
"4020",1.83333333333333,1.71428571428571,5,3.16666666666667,4.16666666666667,3.33333333333333,3.2,64,87,41,1,3,"UK"
"4021",2.83333333333333,2.14285714285714,8,2.66666666666667,3.83333333333333,3,3.4,50.5278048780488,25,22,1,3,"UK"
"4022",3,2,7,3.16666666666667,3.83333333333333,1,4,30,60,31,2,1,"UK"
"4023",2.16666666666667,2,7,2,5,3.66666666666667,3,31,85,33,2,3,"UK"
"4024",1.5,1.14285714285714,1,2,2.33333333333333,1.66666666666667,4,65,80,43,2,2,"UK"
"4025",2.5,2.57142857142857,11,2.66666666666667,3.16666666666667,3,2.8,30,1,26,2,1,"UK"
"4026",3,1,0,2.33333333333333,3.5,2.66666666666667,5,86,100,45,1,2,"UK"
"4027",3.5,1,0,2.5,2.33333333333333,1.33333333333333,4.8,96,90,59,1,3,"UK"
"4028",1.16666666666667,1.71428571428571,5,2,3.66666666666667,3,3.6,50,100,35,1,3,"UK"
"4029",3.5,2.71428571428571,12,3,4.66666666666667,5,2.8,53,56,36,1,3,"UK"
"4030",2.5,1,0,2.16666666666667,3,2,3.6,10,100,54,1,2,"UK"
"4031",3,1,0,2,4,1.66666666666667,5,85,100,63,1,1,"UK"
"4032",1,1.14285714285714,1,1.33333333333333,5,3.33333333333333,4.4,50,50,34,1,2,"UK"
"4033",3.83333333333333,1.71428571428571,5,2.83333333333333,3.66666666666667,2.66666666666667,4,50,95,25,1,3,"UK"
"4034",1.16666666666667,1.42857142857143,3,1.83333333333333,4,2,4.6,10,60,28,1,2,"UK"
"4035",3,2,7,2.83333333333333,3.83333333333333,3,3.8,50,100,61,1,3,"UK"
"4036",2.66666666666667,1.85714285714286,6,2.83333333333333,3.5,2.33333333333333,4,75,50,29,1,1,"UK"
"4037",1.33333333333333,2.85714285714286,13,3.66666666666667,4.16666666666667,3.66666666666667,2,69,50,28,1,2,"UK"
"4038",1,1.14285714285714,1,1,3,1,6,100,100,31,1,2,"UK"
"4039",1.66666666666667,1,0,1.83333333333333,4,3.66666666666667,3,80,45,53,1,2,"UK"
"4040",2.16666666666667,1.42857142857143,3,2.66666666666667,3.33333333333333,3.33333333333333,3.4,50,76,27,2,1,"UK"
"4041",3.5,3,14,2.83333333333333,3.66666666666667,2.33333333333333,3.4,25,25,25,1,2,"UK"
"4042",1.33333333333333,2,7,3.5,4.33333333333333,3,4.4,84,75,28,1,3,"UK"
"4043",1,2,7,3,4.16666666666667,2.33333333333333,3.8,61,80,59,1,3,"UK"
"4044",3,1.28571428571429,2,1.66666666666667,3,1,5,25,100,26,2,3,"UK"
"4045",3.33333333333333,1.71428571428571,5,1.83333333333333,3.83333333333333,1.33333333333333,4,35,100,59,1,3,"UK"
"4046",2.66666666666667,2,7,2,3,4.33333333333333,3.2,50,14,25,2,3,"UK"
"4047",2.5,2.71428571428571,12,2.33333333333333,5,2.66666666666667,4,50.5278048780488,98,36,1,2,"UK"
"4048",2.66666666666667,1.14285714285714,1,2.16666666666667,3.83333333333333,2.33333333333333,3.2,50,100,26,2,2,"UK"
"4049",3.5,2,7,3,3.5,3.66666666666667,3.8,100,87,35,1,1,"UK"
"4050",1.66666666666667,2.85714285714286,13,2,4.5,3.66666666666667,3.8,36,73,20,1,1,"UK"
"4051",2,1.71428571428571,5,2.5,3.66666666666667,3.33333333333333,2.8,50.5278048780488,49,39,1,3,"UK"
"4052",2.66666666666667,2,7,2.66666666666667,3,4.66666666666667,3.2,35,10,25,3,3,"UK"
"4053",1.83333333333333,1.85714285714286,6,2.33333333333333,4.5,3.66666666666667,4.4,30,74,39,1,3,"UK"
"4054",3,1.14285714285714,1,1.5,3.5,2.33333333333333,5,31,45,61,1,2,"UK"
"4055",1.83333333333333,1.42857142857143,3,1.83333333333333,2.16666666666667,1.33333333333333,4.4,50.5278048780488,50,25,1,3,"UK"
"4056",1.16666666666667,1.42857142857143,3,1.83333333333333,4,4.33333333333333,2.2,20,90,24,1,3,"UK"
"4057",1,1.85714285714286,6,1.33333333333333,2,4,3,30,90,25,1,3,"UK"
"4058",2.83333333333333,2.28571428571429,9,3.16666666666667,4.16666666666667,4.33333333333333,2.8,71,34,25,1,2,"UK"
"4059",3.66666666666667,2.71428571428571,12,3.16666666666667,3.5,4,4,65,60,27,2,2,"UK"
"4060",3,2.28571428571429,9,2.5,4.33333333333333,3.66666666666667,4.4,20,55,21,1,3,"UK"
"4061",2.66666666666667,2,7,3.33333333333333,4.66666666666667,3.66666666666667,2,60,80,38,1,2,"UK"
"4062",2,2,7,2,2.5,2,3.2,25,75,54,1,3,"UK"
"4063",3.5,3.28571428571429,16,3.83333333333333,3.83333333333333,3,3.8,50.5278048780488,31,22,1,3,"UK"
"4064",3.5,2.71428571428571,12,2.66666666666667,3.33333333333333,3,4.6,16,44,54,1,1,"UK"
"4065",3.33333333333333,2,7,3.5,5,4.33333333333333,3.8,50.5278048780488,11,46,3,3,"UK"
"4066",2.66666666666667,2.57142857142857,11,2.66666666666667,3.83333333333333,3.33333333333333,3.8,40,56,26,1,3,"UK"
"4067",2.33333333333333,1.42857142857143,3,1.83333333333333,3.5,1.33333333333333,5,25,90,44,2,1,"UK"
"4068",2.5,3.71428571428571,19,3.16666666666667,3.66666666666667,3.33333333333333,3.2,95,50,49,1,3,"UK"
"4069",2.16666666666667,2.57142857142857,11,3.33333333333333,3.83333333333333,5,3.2,46,31,34,1,3,"UK"
"4070",2.83333333333333,1.28571428571429,2,2.83333333333333,1.83333333333333,3.33333333333333,3.6,38,61,60,2,1,"UK"
"4071",1.33333333333333,3.14285714285714,15,3.33333333333333,3,3.33333333333333,3.4,50.5278048780488,50,22,1,3,"UK"
"4072",3.66666666666667,1,0,2,3.66666666666667,1.66666666666667,5.4,35,50,60,2,2,"UK"
"4073",3.33333333333333,2.14285714285714,8,2.83333333333333,3.66666666666667,4,4,66,65,51,1,1,"UK"
"4074",2.5,2,7,2.66666666666667,4.16666666666667,3.33333333333333,3.4,79,79,32,1,2,"UK"
"4075",3,2.71428571428571,12,2.83333333333333,4.5,5,4,51,45,22,1,3,"UK"
"4076",3,1.14285714285714,1,1.66666666666667,2.83333333333333,1,4.8,17,58,66,1,3,"UK"
"4077",3.5,2.28571428571429,9,2.83333333333333,4,1.33333333333333,4.8,35,90,52,1,1,"UK"
"4078",1.33333333333333,2,7,2.5,3.66666666666667,2.66666666666667,4.2,50,100,45,1,3,"UK"
"4079",3,2.14285714285714,8,2,2.33333333333333,1.66666666666667,3.8,70,50,31,1,2,"UK"
"4080",3.16666666666667,1.42857142857143,3,2.66666666666667,3.16666666666667,3,2.8,77,55,34,2,1,"UK"
"4081",1.83333333333333,1.14285714285714,1,2,4.83333333333333,2,5.2,79,100,34,1,3,"UK"
"4082",1.33333333333333,1,0,2,4.83333333333333,3,4.4,25,90,58,2,3,"UK"
"4083",3,3.42857142857143,17,3.33333333333333,3.83333333333333,4,2,65,30,31,1,3,"UK"
"4084",2.5,1,0,1.66666666666667,4.5,1.33333333333333,3.2,50.5278048780488,80,23,1,2,"UK"
"4085",1.66666666666667,1.57142857142857,4,1.83333333333333,4.16666666666667,2.33333333333333,4,27,50,22,1,1,"UK"
"4086",3.33333333333333,3.57142857142857,18,3.5,4,4.66666666666667,2.8,50.5278048780488,70,24,3,3,"UK"
"4087",2.16666666666667,1.85714285714286,6,1.66666666666667,3.16666666666667,2,3.8,50,80,56,1,3,"UK"
"4088",3.16666666666667,2.71428571428571,12,2.33333333333333,4.66666666666667,2.66666666666667,4.2,40,50,28,2,2,"UK"
"4089",2.16666666666667,1,0,2.16666666666667,4.83333333333333,2,4,100,100,46,2,2,"UK"
"4090",2.5,1.57142857142857,4,1.66666666666667,4.5,3.66666666666667,3,80,53,41,2,3,"UK"
"4091",3,2,7,3.66666666666667,4.5,3.33333333333333,4.4,80,70,57,1,1,"UK"
"4092",1.16666666666667,2,7,2.33333333333333,4,4,4,50.5278048780488,100,27,1,3,"UK"
"4093",3,1.28571428571429,2,2.66666666666667,3.33333333333333,2.33333333333333,2.8,50.5278048780488,77,18,1,1,"UK"
"4094",3.33333333333333,2.28571428571429,9,3.16666666666667,2.66666666666667,2.33333333333333,5,80,81,42,1,1,"UK"
"4095",3.16666666666667,2.85714285714286,13,2.5,3.33333333333333,1.66666666666667,5.4,50.5278048780488,46,56,1,1,"UK"
"4096",2.5,1,0,1.83333333333333,3.5,3,3,80,67,53,1,3,"UK"
"4097",3.16666666666667,1.14285714285714,1,2,3,2.33333333333333,5.4,52,83,56,1,3,"UK"
"4098",3.16666666666667,2,7,2.5,3.16666666666667,1.66666666666667,3.2,35,81,58,2,1,"UK"
"4099",3.33333333333333,2,7,3.5,3.16666666666667,3.33333333333333,3.4,60,15,51,2,1,"UK"
"4100",1.5,3.42857142857143,17,3,4.66666666666667,4.66666666666667,2.8,50,75,24,1,2,"UK"
"4101",4,3.85714285714286,20,3.33333333333333,4.66666666666667,4.66666666666667,2.6,50,60,33,2,2,"UK"
"4102",2.83333333333333,2.71428571428571,12,3.5,4.33333333333333,4.66666666666667,2.2,80,61,32,1,2,"UK"
"4103",2.66666666666667,2,7,2.16666666666667,3.33333333333333,2.33333333333333,4.6,35,100,28,1,3,"UK"
"4104",3.83333333333333,1,0,2.66666666666667,1.16666666666667,1,5.2,49,69,64,1,3,"UK"
"4105",3.33333333333333,2.28571428571429,9,3,3.33333333333333,2.33333333333333,4,71,59,63,2,3,"UK"
"4106",1.5,2,7,2,4.83333333333333,2.66666666666667,3,80,84,60,1,3,"UK"
"4107",3,2,7,2.16666666666667,4,3.66666666666667,3,71,60,27,1,3,"UK"
"4108",3.5,2.14285714285714,8,2.5,2.66666666666667,3.33333333333333,4.2,51,91,53,1,3,"UK"
"4109",3.5,1,0,1.66666666666667,4,1,4.8,70,90,57,1,2,"UK"
"4110",1.16666666666667,1,0,2,4.5,3,3.4,40,100,61,1,2,"UK"
"4111",1.5,1.42857142857143,3,2.16666666666667,3,3.33333333333333,3,36,18,49,2,2,"UK"
"4112",2,2.14285714285714,8,2.66666666666667,4.33333333333333,3,3.2,65,76,37,1,2,"UK"
"4113",2.16666666666667,1,0,1.5,3,3.33333333333333,4.4,62,98,52,1,3,"UK"
"4114",2.66666666666667,2.14285714285714,8,3.5,3.66666666666667,2.33333333333333,3.4,85,100,58,1,1,"UK"
"4115",3,1,0,1.83333333333333,4,2,5,51,75,55,1,3,"UK"
"4116",3.33333333333333,1.42857142857143,3,2.16666666666667,3.83333333333333,2.33333333333333,3.6,25,80,59,1,2,"UK"
"4117",2.5,1.14285714285714,1,1.66666666666667,3.5,2.33333333333333,3.8,50,76,48,1,2,"UK"
"4118",3.66666666666667,3.28571428571429,16,4,2.83333333333333,4.33333333333333,3,50,50,62,1,1,"UK"
"4119",3.5,2,7,2.83333333333333,4,2.33333333333333,5,31,67,53,2,3,"UK"
"4120",1,2.14285714285714,8,1.33333333333333,4,3.66666666666667,3.8,50,80,29,1,2,"UK"
"4121",1.5,1.85714285714286,6,1.5,1.66666666666667,3,4.2,53,80,57,1,3,"UK"
"4122",1.66666666666667,1.85714285714286,6,2.16666666666667,2.33333333333333,3,4,81,70,58,1,1,"UK"
"4123",3.33333333333333,1,0,1.16666666666667,3.33333333333333,2,5.6,6,81,64,1,1,"UK"
"4124",1.16666666666667,2,7,2.66666666666667,4,3.33333333333333,4.6,70,22,63,2,3,"UK"
"4125",2,1.14285714285714,1,1.5,2.83333333333333,1.66666666666667,5.6,80,65,44,1,3,"UK"
"4126",3.5,3,14,2.83333333333333,4.5,3.66666666666667,3,60,50,57,1,3,"UK"
"4127",2.66666666666667,1.28571428571429,2,1.66666666666667,3.66666666666667,2.66666666666667,4,9,100,62,1,3,"UK"
"4128",2.5,2,7,2.5,2.16666666666667,2.33333333333333,2.4,25,60,55,1,3,"UK"
"4129",3.5,1.57142857142857,4,1.33333333333333,4.16666666666667,3,4.2,73,100,56,1,2,"UK"
"4130",3.5,1.42857142857143,3,2.5,4.66666666666667,2.33333333333333,4.4,42,100,51,1,3,"UK"
"4131",3,1,0,1.33333333333333,3.5,1,5,50.5278048780488,75,52,1,2,"UK"
"4132",1.83333333333333,2.57142857142857,11,2.5,2.5,2.66666666666667,3.2,50,66,25,2,3,"UK"
"4133",2.5,1.42857142857143,3,2.16666666666667,3.83333333333333,2.66666666666667,5.4,33,70,51,2,1,"UK"
"4134",3.5,2.85714285714286,13,3.33333333333333,4.66666666666667,4,5,90,50,41,3,2,"UK"
"4135",3.5,1.57142857142857,4,2.83333333333333,4,3.33333333333333,3,50,50,44,2,3,"UK"
"4136",3.16666666666667,1.28571428571429,2,1.66666666666667,3.5,1,4.8,30,87,24,2,3,"UK"
"4137",1.16666666666667,1.42857142857143,3,1.33333333333333,4.16666666666667,4.33333333333333,2.6,95,85,42,1,3,"UK"
"4138",2.33333333333333,1,0,1.83333333333333,3,1,4,10,80,56,2,1,"UK"
"4139",3,1.14285714285714,1,1.33333333333333,3.16666666666667,2.66666666666667,4.4,25,50,59,1,1,"UK"
"4140",2.33333333333333,1,0,1.83333333333333,3,2.33333333333333,3.4,80,100,56,1,3,"UK"
"4141",2.5,1.85714285714286,6,2.5,4,2.66666666666667,3.4,70,80,51,1,3,"UK"
"4142",3.33333333333333,1.85714285714286,6,2.16666666666667,3.66666666666667,2,5,30,90,57,1,3,"UK"
"4143",1.66666666666667,1.42857142857143,3,2.83333333333333,4.66666666666667,2,5,50.5278048780488,60,47,1,3,"UK"
"4144",3.5,2.28571428571429,9,2.16666666666667,2.16666666666667,3.33333333333333,3.8,62,42,58,1,3,"UK"
"4145",3,1.42857142857143,3,1.5,2,3.66666666666667,5.2,70,90,53,1,3,"UK"
"4146",2.66666666666667,1.71428571428571,5,1.66666666666667,3.33333333333333,3.33333333333333,3.2,50,98,56,1,3,"UK"
"4147",1.33333333333333,1.71428571428571,5,2.5,2.5,4.66666666666667,4,80,76,22,1,3,"UK"
"4148",3.5,1.14285714285714,1,1.66666666666667,3.33333333333333,1,5.2,46,81,56,1,3,"UK"
"4149",2,1.71428571428571,5,1.5,3.5,1.66666666666667,3.6,50,80,33,1,3,"UK"
"4150",1.66666666666667,1.42857142857143,3,1.66666666666667,3.16666666666667,4.33333333333333,4.8,50,100,59,2,2,"UK"
"4151",1.16666666666667,1.42857142857143,3,2.33333333333333,4.16666666666667,3.33333333333333,2.8,80,100,25,3,3,"UK"
"4152",3.16666666666667,1.71428571428571,5,2,4.83333333333333,3.33333333333333,3.2,50,80,26,1,3,"UK"
"4153",3.5,1.85714285714286,6,3.5,3.5,3,3,70,40,52,1,3,"UK"
"4154",1.16666666666667,2.85714285714286,13,2.16666666666667,4.5,3.33333333333333,3.6,71,85,56,1,3,"UK"
"4155",3.33333333333333,2.42857142857143,10,1.83333333333333,2.16666666666667,3.66666666666667,2.4,20,30,36,2,1,"UK"
"4156",1,2.71428571428571,12,3.33333333333333,3.66666666666667,3.33333333333333,4,82,80,34,2,2,"UK"
"4157",2.66666666666667,2.42857142857143,10,3.16666666666667,3.5,3.33333333333333,3.4,64,75,44,1,3,"UK"
"4158",3.16666666666667,2.14285714285714,8,2.16666666666667,4.33333333333333,4.33333333333333,3,50,27,27,1,2,"UK"
"4159",3.5,1.14285714285714,1,1.5,5,1,5.2,50,80,70,1,2,"UK"
"4160",1.16666666666667,3.42857142857143,17,2.66666666666667,4.16666666666667,3.66666666666667,2.6,20,65,26,2,3,"UK"
"4161",1.83333333333333,3.28571428571429,16,3,3.5,4.33333333333333,2.8,57,76,25,3,3,"UK"
"4162",1.33333333333333,1.28571428571429,2,1.5,4,3,4,9,89,52,1,2,"UK"
"4163",3.33333333333333,1.14285714285714,1,2.5,3.83333333333333,2,4.8,23,77,51,1,2,"UK"
"4164",3.16666666666667,3,14,3,3.33333333333333,3.33333333333333,5,99,45,44,2,1,"UK"
"4165",2,1.71428571428571,5,2.5,4,3,3.8,30,100,39,2,3,"UK"
"4166",2.66666666666667,1.71428571428571,5,1.83333333333333,3.16666666666667,2.66666666666667,4.6,84,91,26,1,3,"UK"
"4167",1.83333333333333,1.42857142857143,3,1.33333333333333,4.33333333333333,3.66666666666667,5.8,19,100,53,2,3,"UK"
"4168",2.66666666666667,1.42857142857143,3,2.5,2.66666666666667,3.66666666666667,2.4,30,70,20,1,1,"UK"
"4169",2.5,2.71428571428571,12,3,3,3.33333333333333,3.2,15,80,23,1,3,"UK"
"4170",3.5,1.28571428571429,2,3.16666666666667,1.83333333333333,1.66666666666667,3.2,51,96,73,1,1,"UK"
"4171",1.83333333333333,1.28571428571429,2,1.33333333333333,3.33333333333333,2.33333333333333,4.8,35,85,26,1,3,"UK"
"4172",2.5,2.71428571428571,12,2.66666666666667,4,2,3.2,50,40,30,1,2,"UK"
"4173",3.16666666666667,2.14285714285714,8,2.33333333333333,3.66666666666667,3,4.8,75,87,20,1,1,"UK"
